latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
29.863,75.5809,333.25,0.4,0.37,2025-11-07,0755,N20,VIIRS,n,2,304.35,3.77,D,0
29.9444,76.03506,334.24,0.39,0.36,2025-11-07,0755,N20,VIIRS,l,2,307.54,6.22,D,0
29.95571,76.02014,337.08,0.39,0.36,2025-11-07,0755,N20,VIIRS,n,2,305.23,2.89,D,0
29.97723,76.13216,336.07,0.39,0.36,2025-11-07,0755,N20,VIIRS,n,2,306.2,2.3,D,0
29.92742,75.8251,336.92,0.4,0.37,2025-11-07,0755,N20,VIIRS,n,2,306.84,4.65,D,0
29.92208,75.70811,337.49,0.4,0.37,2025-11-07,0755,N20,VIIRS,l,2,310.91,21.58,D,0
29.838,75.15975,332.62,0.41,0.37,2025-11-07,0755,N20,VIIRS,n,2,301.01,2.69,D,0
29.96205,75.82603,330.83,0.4,0.37,2025-11-07,0755,N20,VIIRS,l,2,305.63,2.73,D,0
29.95391,75.65942,343.4,0.4,0.37,2025-11-07,0755,N20,VIIRS,n,2,305.53,6.57,D,0
30.02529,75.98902,333.61,0.39,0.36,2025-11-07,0755,N20,VIIRS,n,2,303.65,1.92,D,0
30.04707,76.03862,342.88,0.39,0.36,2025-11-07,0755,N20,VIIRS,n,2,302.87,3.73,D,0
30.06346,76.0976,336.17,0.39,0.36,2025-11-07,0755,N20,VIIRS,n,2,305.62,1.84,D,0
30.06222,76.06872,334.02,0.39,0.36,2025-11-07,0755,N20,VIIRS,l,2,305.17,7.93,D,0
30.06033,76.03579,334.39,0.39,0.36,2025-11-07,0755,N20,VIIRS,n,2,305.86,1.91,D,0
29.90483,75.07569,340.69,0.41,0.37,2025-11-07,0755,N20,VIIRS,n,2,303.8,3.75,D,0
30.0873,76.09667,339.74,0.39,0.36,2025-11-07,0755,N20,VIIRS,n,2,309.01,7.63,D,0
29.9857,75.34898,333.25,0.41,0.37,2025-11-07,0755,N20,VIIRS,n,2,303.46,2.73,D,0
30.10025,75.98548,336.93,0.39,0.36,2025-11-07,0755,N20,VIIRS,n,2,308.32,2.93,D,0
30.10302,75.98577,338.07,0.39,0.36,2025-11-07,0755,N20,VIIRS,n,2,309.08,2.69,D,0
30.09114,75.89204,338.92,0.39,0.37,2025-11-07,0755,N20,VIIRS,n,2,307.38,4.8,D,0
30.0643,75.68723,332.25,0.4,0.37,2025-11-07,0755,N20,VIIRS,n,2,305.85,2.05,D,0
30.03291,75.4985,332.69,0.4,0.37,2025-11-07,0755,N20,VIIRS,n,2,304.71,1.6,D,0
30.02624,75.37563,343.48,0.4,0.37,2025-11-07,0755,N20,VIIRS,n,2,306.45,3.2,D,0
30.1498,76.105,339.95,0.39,0.36,2025-11-07,0755,N20,VIIRS,n,2,310.2,12.48,D,0
30.07553,75.62968,333.94,0.4,0.37,2025-11-07,0755,N20,VIIRS,l,2,306.97,2.97,D,0
30.14164,75.88535,334.8,0.39,0.37,2025-11-07,0755,N20,VIIRS,n,2,308.41,14,D,0
30.05716,75.3731,335.84,0.4,0.37,2025-11-07,0755,N20,VIIRS,n,2,307.86,2.8,D,0
30.14496,75.88464,337.5,0.39,0.37,2025-11-07,0755,N20,VIIRS,n,2,303.62,14,D,0
30.10012,75.56905,343.85,0.4,0.37,2025-11-07,0755,N20,VIIRS,n,2,307.21,4.56,D,0
30.10075,75.55187,332.58,0.4,0.37,2025-11-07,0755,N20,VIIRS,n,2,307.04,1.8,D,0
30.16814,75.92156,334.69,0.39,0.36,2025-11-07,0755,N20,VIIRS,n,2,307.96,1.88,D,0
30.21749,76.20687,334.33,0.39,0.36,2025-11-07,0755,N20,VIIRS,l,2,308.82,1.54,D,0
30.07749,75.15724,339.35,0.41,0.37,2025-11-07,0755,N20,VIIRS,n,2,305.25,5.11,D,0
30.08548,75.14238,332.31,0.41,0.37,2025-11-07,0755,N20,VIIRS,l,2,304.87,1.95,D,0
30.24873,76.0218,341.45,0.39,0.36,2025-11-07,0755,N20,VIIRS,n,2,305.25,2.35,D,0
30.11443,75.20988,342.41,0.41,0.37,2025-11-07,0755,N20,VIIRS,n,2,307.4,3.89,D,0
30.22575,75.85933,342.48,0.39,0.37,2025-11-07,0755,N20,VIIRS,n,2,308.84,9.74,D,0
30.19634,75.65908,337.8,0.4,0.37,2025-11-07,0755,N20,VIIRS,n,2,307.19,2.96,D,0
30.18008,75.56071,333.37,0.4,0.37,2025-11-07,0755,N20,VIIRS,l,2,305.34,3.05,D,0
30.13649,75.27863,334.6,0.41,0.37,2025-11-07,0755,N20,VIIRS,n,2,306.36,25.62,D,0
30.19815,75.56526,346.69,0.4,0.37,2025-11-07,0755,N20,VIIRS,n,2,313.57,9.83,D,0
30.2674,75.96767,332.8,0.39,0.36,2025-11-07,0755,N20,VIIRS,n,2,305.11,2.1,D,0
30.22775,75.72414,334.3,0.4,0.37,2025-11-07,0755,N20,VIIRS,l,2,306.25,11.21,D,0
30.12726,75.11996,334.96,0.41,0.37,2025-11-07,0755,N20,VIIRS,n,2,306.15,2.48,D,0
30.22708,75.72006,309.69,0.4,0.37,2025-11-07,0755,N20,VIIRS,l,2,317.04,20.58,D,0
30.22639,75.69485,333.9,0.4,0.37,2025-11-07,0755,N20,VIIRS,l,2,305.49,3.53,D,0
30.16989,75.3532,335.63,0.4,0.37,2025-11-07,0755,N20,VIIRS,n,2,306.83,3.38,D,0
30.23972,75.69195,334.67,0.4,0.37,2025-11-07,0755,N20,VIIRS,n,2,308.17,1.69,D,0
30.29131,75.7401,332.76,0.4,0.37,2025-11-07,0755,N20,VIIRS,l,2,303.95,13.91,D,0
30.3399,75.78435,334.92,0.4,0.37,2025-11-07,0755,N20,VIIRS,l,2,307.73,5.42,D,0
30.49294,76.3973,330.66,0.39,0.36,2025-11-07,0755,N20,VIIRS,l,2,303.13,0.96,D,0
30.43656,75.8774,337.53,0.39,0.36,2025-11-07,0755,N20,VIIRS,n,2,307.4,2.9,D,0
30.3179,75.1004,330.9,0.41,0.37,2025-11-07,0755,N20,VIIRS,n,2,301.89,2.21,D,0
30.31718,75.09619,332.61,0.41,0.37,2025-11-07,0755,N20,VIIRS,n,2,303.61,2.21,D,0
30.461,75.94335,335.55,0.39,0.36,2025-11-07,0755,N20,VIIRS,n,2,306.9,4.89,D,0
30.48782,76.06703,337.09,0.39,0.36,2025-11-07,0755,N20,VIIRS,n,2,304.87,2.08,D,0
30.56527,76.29556,330.48,0.39,0.36,2025-11-07,0755,N20,VIIRS,n,2,304.48,2.05,D,0
30.35931,75.03423,330.03,0.41,0.37,2025-11-07,0755,N20,VIIRS,l,2,304.61,1.67,D,0
30.58704,76.39021,331.2,0.39,0.36,2025-11-07,0755,N20,VIIRS,n,2,304.17,2.03,D,0
30.53679,76.05236,333.76,0.39,0.36,2025-11-07,0755,N20,VIIRS,l,2,304.5,5.97,D,0
30.53565,76.00252,338.47,0.39,0.36,2025-11-07,0755,N20,VIIRS,n,2,303.04,2.54,D,0
30.43001,75.13751,336.35,0.41,0.37,2025-11-07,0755,N20,VIIRS,n,2,306.84,3.08,D,0
30.52685,75.6776,335.97,0.4,0.37,2025-11-07,0755,N20,VIIRS,n,2,306.61,2.6,D,0
30.58503,75.97186,331.04,0.39,0.36,2025-11-07,0755,N20,VIIRS,l,2,304.54,1.22,D,0
30.52978,75.18543,338.55,0.41,0.37,2025-11-07,0755,N20,VIIRS,n,2,305.76,3.78,D,0
30.5557,75.04901,332.63,0.41,0.37,2025-11-07,0755,N20,VIIRS,n,2,305.76,1.49,D,0
30.57414,75.07542,332.26,0.41,0.37,2025-11-07,0755,N20,VIIRS,n,2,304.94,1.43,D,0
30.56548,75.00303,330.28,0.41,0.37,2025-11-07,0755,N20,VIIRS,n,2,303.73,1.8,D,0
30.59044,75.0892,334.63,0.41,0.37,2025-11-07,0755,N20,VIIRS,l,2,306.86,7.2,D,0
29.92633,75.8267,308.55,0.57,0.43,2025-11-07,2020,N20,VIIRS,n,2,282.77,1.4,N,0
29.66155,76.21069,339.87,0.4,0.44,2025-11-08,0736,N20,VIIRS,n,2,298.65,10.11,D,0
29.66076,76.20666,335.5,0.4,0.44,2025-11-08,0736,N20,VIIRS,n,2,310.33,18.88,D,0
29.75516,76.36129,342.13,0.39,0.44,2025-11-08,0736,N20,VIIRS,n,2,303.35,5.59,D,0
29.72101,76.10543,339.05,0.4,0.44,2025-11-08,0736,N20,VIIRS,n,2,300.98,3.5,D,0
29.75062,76.16996,347.32,0.4,0.44,2025-11-08,0736,N20,VIIRS,n,2,303.5,6.25,D,0
29.6431,75.43578,337.45,0.44,0.46,2025-11-08,0736,N20,VIIRS,n,2,300.14,2.86,D,0
29.82653,76.08309,337.26,0.4,0.44,2025-11-08,0736,N20,VIIRS,n,2,303.99,2.72,D,0
29.74551,75.48718,335.53,0.43,0.46,2025-11-08,0736,N20,VIIRS,n,2,302.21,3.1,D,0
29.79172,75.62247,340.97,0.42,0.46,2025-11-08,0736,N20,VIIRS,n,2,304.47,4.9,D,0
29.73582,75.28983,338.17,0.44,0.46,2025-11-08,0736,N20,VIIRS,n,2,301.36,2.81,D,0
29.81627,75.55214,340.56,0.43,0.46,2025-11-08,0736,N20,VIIRS,n,2,301.57,8.21,D,0
29.93554,75.99488,337.76,0.4,0.44,2025-11-08,0736,N20,VIIRS,n,2,306.25,3.48,D,0
29.97957,75.89799,330.39,0.41,0.45,2025-11-08,0737,N20,VIIRS,n,2,302.66,0.6,D,0
29.92744,75.64201,354.18,0.42,0.45,2025-11-08,0737,N20,VIIRS,n,2,304.7,11.24,D,0
30.02287,76.05012,341.01,0.4,0.44,2025-11-08,0737,N20,VIIRS,n,2,305.24,2.87,D,0
30.01683,75.93582,337.14,0.4,0.45,2025-11-08,0737,N20,VIIRS,n,2,304.75,2.05,D,0
30.02084,75.93476,331.26,0.4,0.45,2025-11-08,0737,N20,VIIRS,n,2,304.59,2.25,D,0
30.03534,75.94388,336.91,0.4,0.44,2025-11-08,0737,N20,VIIRS,n,2,304.4,1.47,D,0
30.07234,76.08804,340.83,0.4,0.44,2025-11-08,0737,N20,VIIRS,n,2,304.52,3.48,D,0
30.07154,76.08401,333.26,0.4,0.44,2025-11-08,0737,N20,VIIRS,n,2,306.73,3.46,D,0
30.00101,75.72959,339.82,0.42,0.45,2025-11-08,0737,N20,VIIRS,n,2,305.78,3.56,D,0
29.89025,75.18326,330.91,0.45,0.47,2025-11-08,0737,N20,VIIRS,n,2,300.33,1.52,D,0
30.14425,76.3362,332.01,0.38,0.43,2025-11-08,0737,N20,VIIRS,n,2,306.52,2.38,D,0
30.03059,75.52483,339.01,0.43,0.46,2025-11-08,0737,N20,VIIRS,n,2,301.25,4.68,D,0
30.17345,75.98102,331.49,0.4,0.44,2025-11-08,0737,N20,VIIRS,n,2,305.46,1.69,D,0
30.15838,75.59046,338.19,0.42,0.45,2025-11-08,0737,N20,VIIRS,n,2,303.93,2.56,D,0
30.12367,75.39935,332.56,0.43,0.46,2025-11-08,0737,N20,VIIRS,l,2,304.33,3.75,D,0
30.1687,75.49258,333.25,0.42,0.46,2025-11-08,0737,N20,VIIRS,l,2,304.45,2.61,D,0
30.2666,75.89621,341.92,0.4,0.44,2025-11-08,0737,N20,VIIRS,n,2,306.43,5.18,D,0
30.26685,75.89674,340.68,0.4,0.44,2025-11-08,0737,N20,VIIRS,n,2,305.36,5.62,D,0
30.08854,75.04181,331.87,0.45,0.47,2025-11-08,0737,N20,VIIRS,n,2,305.71,3.26,D,0
30.33776,75.99768,353.49,0.4,0.44,2025-11-08,0737,N20,VIIRS,n,2,305.95,6.18,D,0
30.25626,75.57404,331.31,0.42,0.45,2025-11-08,0737,N20,VIIRS,l,2,304.62,1.79,D,0
30.16035,75.1087,332,0.45,0.47,2025-11-08,0737,N20,VIIRS,n,2,303.05,3.08,D,0
30.32041,75.86954,339.07,0.4,0.44,2025-11-08,0737,N20,VIIRS,n,2,304.99,6.29,D,0
30.31959,75.86546,336.71,0.4,0.44,2025-11-08,0737,N20,VIIRS,n,2,310.43,8.13,D,0
30.33406,75.87452,340.02,0.4,0.44,2025-11-08,0737,N20,VIIRS,n,2,304.99,5.16,D,0
30.35153,75.83524,335.39,0.4,0.44,2025-11-08,0737,N20,VIIRS,n,2,304.42,5.02,D,0
30.35071,75.83112,339.06,0.4,0.45,2025-11-08,0737,N20,VIIRS,n,2,310.13,6.34,D,0
30.49243,76.17978,330.27,0.38,0.44,2025-11-08,0737,N20,VIIRS,n,2,301.87,2.01,D,0
30.45144,75.82709,333.16,0.4,0.44,2025-11-08,0737,N20,VIIRS,n,2,305.18,1.89,D,0
30.55705,75.93237,334.62,0.4,0.44,2025-11-08,0737,N20,VIIRS,n,2,303.06,2.09,D,0
30.56345,75.94344,333.3,0.39,0.44,2025-11-08,0737,N20,VIIRS,n,2,302.61,2.15,D,0
30.58005,75.90067,341.09,0.4,0.44,2025-11-08,0737,N20,VIIRS,n,2,306.44,4.29,D,0
30.5896,75.90664,332.75,0.4,0.44,2025-11-08,0737,N20,VIIRS,n,2,303.93,1.37,D,0
30.53516,75.02554,348.45,0.44,0.46,2025-11-08,0737,N20,VIIRS,n,2,303.86,6.65,D,0
30.53479,75.02599,348.64,0.44,0.46,2025-11-08,0737,N20,VIIRS,n,2,304.24,5.46,D,0
29.95586,76.11217,351.07,0.35,0.57,2025-11-08,2001,N20,VIIRS,n,2,306.14,14.25,N,0
29.95614,76.10854,313.16,0.35,0.57,2025-11-08,2001,N20,VIIRS,n,2,282.98,14.25,N,0
29.95558,76.1158,307.01,0.35,0.57,2025-11-08,2001,N20,VIIRS,n,2,284.65,16.61,N,0
29.95065,76.11157,297.11,0.35,0.57,2025-11-08,2001,N20,VIIRS,n,2,282.16,14.25,N,0
29.95543,76.10944,325.08,0.35,0.57,2025-11-08,2001,N20,VIIRS,n,2,283.01,22.01,N,0
29.95513,76.11307,335.93,0.35,0.56,2025-11-08,2001,N20,VIIRS,n,2,308.22,22.01,N,0
29.95482,76.11671,301.1,0.35,0.56,2025-11-08,2001,N20,VIIRS,n,2,283.77,13.86,N,0
29.95707,76.11429,355.17,0.7,0.75,2025-11-08,2141,N20,VIIRS,n,2,288.74,12.8,N,0
29.95906,76.10739,319.05,0.7,0.75,2025-11-08,2141,N20,VIIRS,n,2,282.32,12.8,N,0
29.9556,76.11187,367,0.7,0.75,2025-11-08,2141,N20,VIIRS,h,2,289,11.4,N,0
29.95364,76.11877,295.85,0.7,0.75,2025-11-08,2141,N20,VIIRS,n,2,283.31,11.4,N,0
29.61697,76.42793,332.8,0.36,0.58,2025-11-09,0718,N20,VIIRS,n,2,300.03,1.81,D,0
29.71951,76.09406,354.57,0.38,0.59,2025-11-09,0718,N20,VIIRS,n,2,302.23,6.98,D,0
29.79084,76.29979,336,0.37,0.58,2025-11-09,0718,N20,VIIRS,n,2,300.32,3.18,D,0
29.80468,76.15107,337.01,0.37,0.58,2025-11-09,0718,N20,VIIRS,n,2,304.1,2.15,D,0
29.71617,75.52806,345.07,0.41,0.6,2025-11-09,0718,N20,VIIRS,n,2,301.78,5.71,D,0
29.70601,75.29994,336.76,0.42,0.61,2025-11-09,0718,N20,VIIRS,n,2,302.56,2.81,D,0
29.95145,76.11687,367,0.37,0.58,2025-11-09,0718,N20,VIIRS,h,2,310.3,16.24,D,0
29.91903,75.91129,339.92,0.38,0.59,2025-11-09,0718,N20,VIIRS,n,2,303.43,2.95,D,0
29.99884,75.99371,345.15,0.38,0.59,2025-11-09,0718,N20,VIIRS,n,2,303.5,4.29,D,0
29.94709,75.71098,330.54,0.39,0.6,2025-11-09,0718,N20,VIIRS,l,2,303.59,1.6,D,0
30.05924,76.15163,367,0.37,0.58,2025-11-09,0718,N20,VIIRS,h,2,306.48,4.99,D,0
29.94953,75.5558,341.07,0.4,0.6,2025-11-09,0718,N20,VIIRS,n,2,302.01,2.22,D,0
29.99473,75.57212,338.63,0.4,0.6,2025-11-09,0718,N20,VIIRS,n,2,304.12,3.55,D,0
29.95081,75.08614,336.48,0.43,0.62,2025-11-09,0718,N20,VIIRS,n,2,302.87,4.94,D,0
29.94956,75.08868,340.99,0.43,0.62,2025-11-09,0718,N20,VIIRS,n,2,301.48,4.39,D,0
30.24152,75.99064,348.12,0.37,0.58,2025-11-09,0718,N20,VIIRS,n,2,305.98,3.94,D,0
30.26525,75.83224,334.05,0.38,0.59,2025-11-09,0718,N20,VIIRS,n,2,301.79,1.97,D,0
30.28528,75.76195,340.05,0.38,0.59,2025-11-09,0718,N20,VIIRS,n,2,304,3.34,D,0
30.29108,75.73928,367,0.38,0.59,2025-11-09,0718,N20,VIIRS,h,2,305.86,8.84,D,0
30.39877,76.0704,334.06,0.37,0.58,2025-11-09,0718,N20,VIIRS,n,2,302.63,1.82,D,0
30.22578,75.28268,343.18,0.41,0.61,2025-11-09,0718,N20,VIIRS,n,2,301.43,2.93,D,0
30.55482,76.44491,334.88,0.34,0.56,2025-11-09,0718,N20,VIIRS,n,2,301.62,2.47,D,0
30.45958,75.83874,330.14,0.38,0.58,2025-11-09,0718,N20,VIIRS,n,2,304.73,1.28,D,0
30.38821,75.01997,367,0.42,0.61,2025-11-09,0718,N20,VIIRS,h,2,306.59,25.15,D,0
30.38761,75.02222,336.06,0.42,0.61,2025-11-09,0718,N20,VIIRS,n,2,301.83,7.84,D,0
30.38655,75.01799,354.09,0.42,0.61,2025-11-09,0718,N20,VIIRS,n,2,305.38,11.81,D,0
30.39305,75.0204,331.01,0.42,0.61,2025-11-09,0718,N20,VIIRS,n,2,300.38,7.84,D,0
30.39198,75.01619,354.99,0.42,0.61,2025-11-09,0718,N20,VIIRS,n,2,304.03,11.81,D,0
29.63239,75.98788,333.22,0.66,0.73,2025-11-09,0858,N20,VIIRS,n,2,296.32,4.06,D,0
29.63424,75.98588,339.37,0.66,0.73,2025-11-09,0858,N20,VIIRS,n,2,297.18,5.06,D,0
29.6884,75.69816,339.64,0.63,0.72,2025-11-09,0858,N20,VIIRS,n,2,298.33,3.89,D,0
29.85291,75.82768,340.44,0.64,0.72,2025-11-09,0858,N20,VIIRS,n,2,302.12,4.72,D,0
29.85965,75.82737,339.26,0.64,0.72,2025-11-09,0858,N20,VIIRS,n,2,301.51,4.72,D,0
29.85344,75.70631,346.47,0.63,0.72,2025-11-09,0858,N20,VIIRS,n,2,299.35,9.88,D,0
29.85555,75.82577,367,0.64,0.72,2025-11-09,0858,N20,VIIRS,h,2,303.66,11.18,D,0
29.85006,75.70456,355.33,0.63,0.72,2025-11-09,0858,N20,VIIRS,n,2,300.89,12.25,D,0
29.89659,75.83734,344.71,0.65,0.73,2025-11-09,0858,N20,VIIRS,n,2,300.19,6.28,D,0
29.89627,75.83054,332.89,0.64,0.72,2025-11-09,0858,N20,VIIRS,n,2,302.39,6.28,D,0
29.88723,75.50447,338.41,0.62,0.71,2025-11-09,0858,N20,VIIRS,n,2,298.81,3.52,D,0
29.88595,75.47859,335.49,0.61,0.71,2025-11-09,0858,N20,VIIRS,n,2,299.96,3.81,D,0
29.93888,76.01501,343.71,0.66,0.73,2025-11-09,0858,N20,VIIRS,n,2,302.77,8.95,D,0
29.95066,76.12032,349.61,0.67,0.74,2025-11-09,0858,N20,VIIRS,n,2,301.36,6.58,D,0
29.93032,75.31583,345.39,0.6,0.71,2025-11-09,0858,N20,VIIRS,n,2,301.21,8.59,D,0
29.94067,76.01529,350.25,0.66,0.73,2025-11-09,0858,N20,VIIRS,n,2,302.86,12.11,D,0
29.95185,76.12066,344.94,0.67,0.74,2025-11-09,0858,N20,VIIRS,n,2,301.1,8.89,D,0
29.92952,75.31528,343.59,0.6,0.71,2025-11-09,0858,N20,VIIRS,n,2,301.53,6.4,D,0
30.06756,76.10104,335.62,0.67,0.74,2025-11-09,0858,N20,VIIRS,n,2,299.99,6.81,D,0
30.06723,76.09399,342.09,0.67,0.74,2025-11-09,0858,N20,VIIRS,n,2,304.1,6.81,D,0
30.03192,75.38635,339.41,0.61,0.71,2025-11-09,0858,N20,VIIRS,n,2,300.34,8.91,D,0
30.01232,75.57421,341.72,0.62,0.72,2025-11-09,0858,N20,VIIRS,n,2,300.97,7.81,D,0
30.03029,75.38404,350.67,0.61,0.71,2025-11-09,0858,N20,VIIRS,n,2,301.64,7.74,D,0
30.06846,76.09919,344.68,0.67,0.74,2025-11-09,0858,N20,VIIRS,n,2,300.08,9.13,D,0
30.06816,76.09209,331.08,0.67,0.74,2025-11-09,0858,N20,VIIRS,n,2,303.16,8.22,D,0
30.08958,75.65659,344.34,0.63,0.72,2025-11-09,0858,N20,VIIRS,n,2,300.43,4.95,D,0
30.08941,75.24693,367,0.6,0.7,2025-11-09,0858,N20,VIIRS,h,2,302.85,10.32,D,0
30.11309,75.58878,330.66,0.63,0.72,2025-11-09,0858,N20,VIIRS,n,2,300.1,4.23,D,0
30.13008,75.39802,342.88,0.61,0.71,2025-11-09,0858,N20,VIIRS,n,2,300.74,6.38,D,0
30.12863,75.39801,341.78,0.61,0.71,2025-11-09,0858,N20,VIIRS,n,2,300.66,5.74,D,0
30.18751,75.81439,344.24,0.65,0.73,2025-11-09,0858,N20,VIIRS,n,2,303.35,9.67,D,0
30.26981,75.83794,339.31,0.65,0.73,2025-11-09,0858,N20,VIIRS,n,2,298.81,17.69,D,0
30.26947,75.83105,353.2,0.65,0.73,2025-11-09,0858,N20,VIIRS,n,2,308.29,17.69,D,0
30.27189,75.83253,367,0.65,0.73,2025-11-09,0858,N20,VIIRS,h,2,306.64,30.81,D,0
30.31408,76.18405,340.12,0.68,0.74,2025-11-09,0858,N20,VIIRS,n,2,303.29,8.55,D,0
30.28059,75.16132,338.49,0.59,0.7,2025-11-09,0858,N20,VIIRS,n,2,300.51,6.03,D,0
30.56566,75.78226,339.39,0.65,0.73,2025-11-09,0858,N20,VIIRS,n,2,301.49,4.85,D,0
30.56531,75.11713,333.24,0.59,0.7,2025-11-09,0858,N20,VIIRS,n,2,300.45,3.71,D,0
30.59083,76.0983,323.66,0.36,0.57,2025-11-09,2122,N20,VIIRS,n,2,283.28,1.67,N,0
30.37775,76.13395,301.93,0.37,0.58,2025-11-09,2122,N20,VIIRS,n,2,283.84,0.67,N,0
30.37774,76.13355,303.42,0.37,0.58,2025-11-09,2122,N20,VIIRS,n,2,283.63,0.69,N,0
29.95614,76.11427,307.99,0.37,0.58,2025-11-09,2122,N20,VIIRS,n,2,282.59,0.99,N,0
29.65534,75.02351,304,0.33,0.55,2025-11-09,2122,N20,VIIRS,n,2,282.35,0.64,N,0
29.6552,75.02493,298,0.33,0.55,2025-11-09,2122,N20,VIIRS,n,2,283.01,0.66,N,0
30.03984,75.60125,344.01,0.75,0.77,2025-11-10,0659,N20,VIIRS,n,2,302.86,7.87,D,0
29.6351,76.44949,367,0.36,0.57,2025-11-10,0839,N20,VIIRS,h,2,305.9,6.13,D,0
29.63402,76.45003,367,0.36,0.57,2025-11-10,0839,N20,VIIRS,h,2,305.06,7,D,0
29.64404,76.02979,330.21,0.34,0.56,2025-11-10,0839,N20,VIIRS,n,2,298.36,1.97,D,0
29.63483,75.85084,367,0.33,0.55,2025-11-10,0839,N20,VIIRS,h,2,301.21,8.23,D,0
29.78825,75.74052,348.03,0.33,0.55,2025-11-10,0839,N20,VIIRS,n,2,304.18,3.14,D,0
29.78647,75.74043,348.77,0.33,0.55,2025-11-10,0839,N20,VIIRS,n,2,304.93,3.18,D,0
29.82385,75.56956,341.68,0.32,0.55,2025-11-10,0839,N20,VIIRS,n,2,300.33,3.82,D,0
29.88898,76.05116,353.65,0.34,0.56,2025-11-10,0839,N20,VIIRS,n,2,305.99,5.57,D,0
29.8769,75.9023,344,0.34,0.56,2025-11-10,0839,N20,VIIRS,n,2,304.76,2.84,D,0
29.88593,75.46441,341.36,0.63,0.54,2025-11-10,0839,N20,VIIRS,n,2,303.1,7.49,D,0
29.88557,75.46277,334.26,0.63,0.54,2025-11-10,0839,N20,VIIRS,n,2,302.88,4.26,D,0
29.93337,76.00246,356.28,0.34,0.56,2025-11-10,0839,N20,VIIRS,n,2,308.36,9.36,D,0
29.92378,75.68367,354.87,0.33,0.55,2025-11-10,0839,N20,VIIRS,n,2,307.01,8.93,D,0
29.93008,75.63509,352.66,0.32,0.55,2025-11-10,0839,N20,VIIRS,n,2,303.11,3.33,D,0
29.9268,75.47176,335.35,0.63,0.54,2025-11-10,0839,N20,VIIRS,n,2,301.88,2.46,D,0
29.99561,75.9963,367,0.34,0.56,2025-11-10,0839,N20,VIIRS,h,2,304.27,7.2,D,0
29.96275,75.59766,345.99,0.32,0.55,2025-11-10,0839,N20,VIIRS,n,2,303.03,3.16,D,0
30.05292,76.04304,332.43,0.34,0.56,2025-11-10,0839,N20,VIIRS,n,2,300.22,2.7,D,0
30.05813,76.04251,343.52,0.34,0.56,2025-11-10,0839,N20,VIIRS,n,2,304.07,2.7,D,0
30.04981,75.80426,336.73,0.33,0.55,2025-11-10,0839,N20,VIIRS,n,2,305.19,2.75,D,0
30.05885,75.59933,367,0.32,0.55,2025-11-10,0839,N20,VIIRS,h,2,305.07,7.93,D,0
30.07088,75.49988,339.81,0.32,0.54,2025-11-10,0839,N20,VIIRS,n,2,304.78,1.62,D,0
30.06812,75.40821,345.8,0.63,0.54,2025-11-10,0839,N20,VIIRS,n,2,303.4,8.05,D,0
30.05516,75.25844,331.93,0.62,0.54,2025-11-10,0839,N20,VIIRS,n,2,302.87,2.03,D,0
30.06013,75.2579,341.51,0.62,0.54,2025-11-10,0839,N20,VIIRS,n,2,303.02,10.62,D,0
30.06791,75.40675,341.37,0.63,0.54,2025-11-10,0839,N20,VIIRS,n,2,304.26,14.23,D,0
30.05595,75.25672,339.8,0.62,0.54,2025-11-10,0839,N20,VIIRS,n,2,304.94,9.21,D,0
30.18626,76.33751,337.16,0.36,0.57,2025-11-10,0839,N20,VIIRS,n,2,303.42,1.62,D,0
30.14032,75.3066,330.71,0.62,0.54,2025-11-10,0839,N20,VIIRS,l,2,303.64,3.27,D,0
30.17422,75.12149,342.55,0.61,0.53,2025-11-10,0839,N20,VIIRS,n,2,305.48,6.78,D,0
30.17603,75.1205,341.29,0.61,0.53,2025-11-10,0839,N20,VIIRS,n,2,304.99,5.47,D,0
30.30446,75.75633,331.46,0.33,0.55,2025-11-10,0839,N20,VIIRS,n,2,304.29,1.36,D,0
30.2708,75.12318,339.54,0.61,0.53,2025-11-10,0839,N20,VIIRS,n,2,304.66,6.53,D,0
30.29259,75.25719,334.86,0.62,0.54,2025-11-10,0839,N20,VIIRS,n,2,302.11,4.41,D,0
30.27964,75.40256,337.36,0.63,0.54,2025-11-10,0839,N20,VIIRS,n,2,301.57,5.51,D,0
30.27219,75.12122,339.1,0.61,0.53,2025-11-10,0839,N20,VIIRS,n,2,304.08,6.44,D,0
30.2931,75.25538,333.94,0.62,0.54,2025-11-10,0839,N20,VIIRS,n,2,300.98,3.64,D,0
30.35122,75.66289,352.58,0.33,0.55,2025-11-10,0839,N20,VIIRS,n,2,307.74,4.5,D,0
30.53738,75.69631,353.72,0.33,0.55,2025-11-10,0840,N20,VIIRS,n,2,304.63,3.87,D,0
30.53483,75.69709,342.74,0.33,0.55,2025-11-10,0840,N20,VIIRS,n,2,304.54,4.25,D,0
30.50169,75.02816,338.34,0.6,0.53,2025-11-10,0840,N20,VIIRS,n,2,305.12,3.69,D,0
30.56483,75.75056,348.83,0.33,0.56,2025-11-10,0840,N20,VIIRS,n,2,305.38,3.49,D,0
30.56155,75.70848,334.27,0.33,0.55,2025-11-10,0840,N20,VIIRS,n,2,304.18,1.48,D,0
30.5821,75.90661,335.4,0.34,0.56,2025-11-10,0840,N20,VIIRS,n,2,302.49,3.51,D,0
