latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type,label,cluster_id,distinct_days
22.33965,82.80411,334.37,0.51,0.66,2026-03-13,653,N20,VIIRS,l,2,305.94,18.93,D,0.0,unclassified,70,1
22.2516,82.5162,367.0,0.54,0.68,2026-03-13,653,N20,VIIRS,h,2,310.67,12.07,D,0.0,unclassified,69,1
22.29221,82.7384,337.04,0.52,0.67,2026-03-13,653,N20,VIIRS,l,2,309.06,4.96,D,0.0,unclassified,68,1
22.33604,82.79483,338.56,0.52,0.66,2026-03-13,653,N20,VIIRS,n,2,309.86,16.3,D,0.0,unclassified,13,3
22.33848,82.79918,354.58,0.51,0.66,2026-03-13,653,N20,VIIRS,n,2,312.87,18.93,D,0.0,unclassified,13,3
22.32067,82.40454,344.68,0.57,0.52,2026-03-14,814,N20,VIIRS,n,2,313.54,5.75,D,0.0,unclassified,-1,0
22.35657,82.30269,309.85,0.55,0.51,2026-03-14,2043,N20,VIIRS,n,2,294.66,2.57,N,2.0,industrial_direct,2,96
22.31415,82.52827,314.57,0.57,0.52,2026-03-14,2043,N20,VIIRS,n,2,295.03,2.6,N,2.0,industrial_direct,1,98
22.3612,82.30375,308.69,0.55,0.51,2026-03-14,2043,N20,VIIRS,n,2,294.24,1.98,N,2.0,industrial_direct,2,96
22.3177,82.53482,306.52,0.57,0.52,2026-03-14,2043,N20,VIIRS,n,2,294.13,2.6,N,2.0,industrial_direct,1,98
22.32137,82.5643,315.97,0.58,0.52,2026-03-14,2043,N20,VIIRS,n,2,291.95,3.34,N,2.0,industrial_direct,1,98
22.33775,82.55674,315.13,0.58,0.52,2026-03-14,2043,N20,VIIRS,n,2,293.43,2.07,N,0.0,industrial_direct,4,61
22.41174,82.54142,343.7,0.59,0.53,2026-03-14,814,N20,VIIRS,n,2,313.02,7.78,D,0.0,unclassified,72,1
22.41281,82.53795,341.36,0.59,0.53,2026-03-14,814,N20,VIIRS,l,2,313.6,4.65,D,0.0,unclassified,72,1
22.35308,82.82244,347.59,0.61,0.54,2026-03-14,814,N20,VIIRS,n,2,308.8,7.08,D,0.0,unclassified,73,1
22.26997,82.61565,340.9,0.59,0.53,2026-03-14,814,N20,VIIRS,l,2,312.8,7.54,D,0.0,unclassified,49,2
22.30785,82.5673,345.1,0.59,0.53,2026-03-14,814,N20,VIIRS,n,2,315.66,8.73,D,0.0,industrial_nearby,74,1
22.10741,82.91163,345.21,0.62,0.54,2026-03-14,814,N20,VIIRS,l,2,315.99,23.33,D,0.0,unclassified,-1,0
22.28613,82.86904,334.49,0.61,0.54,2026-03-14,814,N20,VIIRS,l,2,308.94,2.52,D,0.0,unclassified,-1,0
22.35368,82.82845,341.63,0.61,0.54,2026-03-14,814,N20,VIIRS,n,2,309.33,7.08,D,0.0,unclassified,73,1
22.34386,82.94209,337.69,0.62,0.54,2026-03-14,814,N20,VIIRS,n,2,307.18,4.71,D,0.0,unclassified,75,1
22.25101,83.0211,330.31,0.63,0.54,2026-03-14,814,N20,VIIRS,l,2,303.19,4.23,D,0.0,unclassified,-1,0
22.35749,82.92818,339.27,0.62,0.54,2026-03-14,814,N20,VIIRS,n,2,307.59,5.22,D,0.0,unclassified,-1,0
22.3516,82.82558,340.38,0.61,0.54,2026-03-14,814,N20,VIIRS,n,2,310.25,5.38,D,0.0,unclassified,73,1
22.34513,82.94528,331.76,0.62,0.54,2026-03-14,814,N20,VIIRS,l,2,306.3,3.37,D,0.0,unclassified,75,1
22.30882,82.56448,344.79,0.59,0.53,2026-03-14,814,N20,VIIRS,n,2,313.5,7.16,D,0.0,industrial_nearby,74,1
22.33085,82.60571,316.5,0.46,0.39,2026-03-15,2024,N20,VIIRS,n,2,293.84,2.91,N,2.0,industrial_direct,5,73
22.31141,82.52819,319.68,0.46,0.39,2026-03-15,2024,N20,VIIRS,n,2,292.58,3.56,N,2.0,industrial_nearby,1,98
22.31775,82.53405,310.42,0.46,0.39,2026-03-15,2024,N20,VIIRS,n,2,292.94,3.09,N,2.0,industrial_direct,1,98
22.31934,82.56644,310.02,0.46,0.39,2026-03-15,2024,N20,VIIRS,n,2,287.04,2.81,N,2.0,industrial_direct,1,98
22.32172,82.59456,309.19,0.46,0.39,2026-03-15,2024,N20,VIIRS,n,2,293.43,2.28,N,2.0,industrial_nearby,11,23
22.33599,82.55611,324.89,0.46,0.39,2026-03-15,2024,N20,VIIRS,n,2,292.7,1.83,N,0.0,industrial_direct,4,61
22.45622,82.7566,331.43,0.48,0.4,2026-03-15,755,N20,VIIRS,l,2,302.58,1.4,D,0.0,unclassified,46,2
22.31076,82.53022,339.34,0.47,0.39,2026-03-15,755,N20,VIIRS,l,2,310.62,2.95,D,2.0,industrial_nearby,1,98
22.3361,82.55398,338.84,0.47,0.39,2026-03-15,755,N20,VIIRS,l,2,311.91,3.57,D,0.0,industrial_direct,4,61
22.3514,82.75191,332.69,0.48,0.4,2026-03-15,755,N20,VIIRS,l,2,307.26,1.67,D,0.0,unclassified,-1,0
22.31557,82.56627,334.83,0.47,0.39,2026-03-15,755,N20,VIIRS,l,2,306.95,0.55,D,0.0,industrial_direct,1,98
22.23481,82.54172,337.78,0.47,0.39,2026-03-15,755,N20,VIIRS,l,2,310.65,2.13,D,0.0,unclassified,-1,0
22.19993,82.81954,338.35,0.48,0.4,2026-03-15,755,N20,VIIRS,n,2,306.43,2.87,D,0.0,unclassified,-1,0
22.14529,82.99765,334.42,0.49,0.4,2026-03-15,755,N20,VIIRS,n,2,305.72,2.11,D,0.0,unclassified,-1,0
22.3768,82.77794,348.28,0.48,0.4,2026-03-15,755,N20,VIIRS,n,2,308.76,6.37,D,0.0,unclassified,-1,0
22.33213,82.60712,338.96,0.39,0.37,2026-03-16,737,N20,VIIRS,l,2,311.63,2.31,D,2.0,industrial_direct,5,73
22.34002,82.38577,337.03,0.4,0.37,2026-03-16,737,N20,VIIRS,n,2,309.21,3.04,D,0.0,unclassified,-1,0
22.33425,82.55589,337.91,0.4,0.37,2026-03-16,737,N20,VIIRS,l,2,312.42,4.49,D,0.0,industrial_direct,4,61
22.31271,82.52852,335.79,0.4,0.37,2026-03-16,737,N20,VIIRS,l,2,309.11,2.01,D,2.0,industrial_direct,1,98
22.19275,82.97399,354.75,0.39,0.36,2026-03-16,737,N20,VIIRS,n,2,308.94,8.71,D,0.0,unclassified,76,1
22.25619,82.66799,341.18,0.39,0.36,2026-03-16,737,N20,VIIRS,n,2,310.62,5.16,D,0.0,unclassified,33,2
22.18944,82.97459,346.84,0.39,0.36,2026-03-16,737,N20,VIIRS,n,2,308.09,8.71,D,0.0,unclassified,76,1
22.2964,82.59812,340.81,0.39,0.37,2026-03-16,737,N20,VIIRS,n,2,310.14,2.03,D,0.0,unclassified,-1,0
22.21498,83.01868,330.17,0.4,0.44,2026-03-17,718,N20,VIIRS,l,2,302.05,1.61,D,0.0,unclassified,77,2
22.21901,83.01778,335.75,0.4,0.44,2026-03-17,718,N20,VIIRS,n,2,303.03,1.61,D,0.0,unclassified,77,2
22.28146,82.57184,331.04,0.43,0.46,2026-03-17,718,N20,VIIRS,l,2,305.09,1.45,D,0.0,unclassified,-1,0
22.26539,82.44238,335.79,0.44,0.46,2026-03-17,718,N20,VIIRS,n,2,303.39,2.46,D,0.0,unclassified,-1,0
22.31719,82.56931,342.65,0.43,0.46,2026-03-17,718,N20,VIIRS,n,2,303.85,3.01,D,0.0,industrial_nearby,1,98
22.32922,82.60882,332.75,0.42,0.45,2026-03-17,718,N20,VIIRS,l,2,306.81,4.49,D,0.0,industrial_nearby,5,73
22.35948,82.30046,305.71,0.7,0.75,2026-03-18,2108,N20,VIIRS,n,2,287.46,2.18,N,2.0,industrial_direct,2,96
22.36057,82.30477,301.11,0.7,0.75,2026-03-18,2108,N20,VIIRS,n,2,288.05,2.21,N,2.0,industrial_direct,2,96
22.32044,82.57229,304.23,0.44,0.62,2026-03-18,1927,N20,VIIRS,n,2,290.44,1.82,N,0.0,industrial_direct,1,98
22.32288,82.67508,302.96,0.43,0.62,2026-03-18,1927,N20,VIIRS,n,2,288.79,1.08,N,0.0,industrial_direct,28,16
22.3377,82.57372,304.44,0.44,0.62,2026-03-18,1927,N20,VIIRS,n,2,290.11,0.85,N,2.0,industrial_direct,3,71
22.33955,82.55289,310.15,0.44,0.62,2026-03-18,1927,N20,VIIRS,n,2,290.53,1.23,N,0.0,industrial_direct,4,61
22.36155,82.30333,300.49,0.46,0.63,2026-03-18,1927,N20,VIIRS,n,2,288.72,1.97,N,2.0,industrial_direct,2,96
22.33464,82.60807,309.17,0.44,0.62,2026-03-18,1927,N20,VIIRS,n,2,290.41,1.81,N,0.0,industrial_direct,5,73
22.35747,82.30205,315.7,0.35,0.57,2026-03-19,2049,N20,VIIRS,n,2,291.15,1.06,N,2.0,industrial_direct,2,96
22.35558,82.3013,301.73,0.35,0.57,2026-03-19,2049,N20,VIIRS,n,2,289.55,0.87,N,2.0,industrial_direct,2,96
22.35997,82.30581,302.82,0.35,0.57,2026-03-19,2049,N20,VIIRS,n,2,290.58,0.87,N,0.0,industrial_direct,2,96
22.36068,82.30252,314.82,0.35,0.57,2026-03-19,2049,N20,VIIRS,n,2,291.68,0.87,N,2.0,industrial_direct,2,96
22.35674,82.30532,306.88,0.35,0.57,2026-03-19,2049,N20,VIIRS,n,2,292.03,1.06,N,2.0,industrial_direct,2,96
22.36257,82.30325,303.4,0.35,0.57,2026-03-19,2049,N20,VIIRS,n,2,290.76,1.06,N,2.0,industrial_direct,2,96
22.35487,82.3046,303.2,0.35,0.57,2026-03-19,2049,N20,VIIRS,n,2,290.46,0.87,N,2.0,industrial_direct,2,96
22.31768,82.52908,302.6,0.36,0.57,2026-03-19,2049,N20,VIIRS,n,2,291.36,1.41,N,2.0,industrial_direct,1,98
22.32039,82.56584,309.38,0.36,0.58,2026-03-19,2049,N20,VIIRS,n,2,290.67,1.63,N,2.0,industrial_direct,1,98
22.3202,82.59128,302.45,0.36,0.58,2026-03-19,2049,N20,VIIRS,n,2,289.61,0.6,N,2.0,industrial_direct,11,23
22.33377,82.55478,307.4,0.36,0.58,2026-03-19,2049,N20,VIIRS,n,2,289.56,0.82,N,0.0,industrial_direct,4,61
22.33427,82.57712,302.96,0.36,0.58,2026-03-19,2049,N20,VIIRS,n,2,290.65,1.05,N,2.0,industrial_direct,3,71
22.33896,82.55601,306.45,0.36,0.58,2026-03-19,2049,N20,VIIRS,n,2,288.96,0.82,N,0.0,industrial_direct,4,61
22.31692,82.5325,304.04,0.36,0.57,2026-03-19,2049,N20,VIIRS,n,2,290.61,1.56,N,2.0,industrial_direct,1,98
22.31357,82.52812,303.84,0.55,0.43,2026-03-20,2030,N20,VIIRS,n,2,290.08,0.99,N,2.0,industrial_direct,1,98
22.31556,82.51756,300.41,0.55,0.43,2026-03-20,2030,N20,VIIRS,n,2,289.3,1.51,N,2.0,industrial_direct,1,98
22.31645,82.53423,307.39,0.55,0.43,2026-03-20,2030,N20,VIIRS,n,2,290.32,1.69,N,2.0,industrial_direct,1,98
22.31744,82.52895,304.76,0.55,0.43,2026-03-20,2030,N20,VIIRS,n,2,291.03,0.99,N,2.0,industrial_direct,1,98
22.31824,82.5676,304.21,0.56,0.43,2026-03-20,2030,N20,VIIRS,n,2,290.09,1.09,N,2.0,industrial_direct,1,98
22.31456,82.52284,301.15,0.55,0.43,2026-03-20,2030,N20,VIIRS,n,2,289.31,0.99,N,2.0,industrial_nearby,1,98
22.33164,82.60387,313.4,0.56,0.43,2026-03-20,2030,N20,VIIRS,n,2,290.29,2.09,N,2.0,industrial_nearby,5,73
22.333,82.57738,303.97,0.56,0.43,2026-03-20,2030,N20,VIIRS,n,2,289.67,0.9,N,2.0,industrial_direct,3,71
22.33402,82.57207,300.55,0.56,0.43,2026-03-20,2030,N20,VIIRS,n,2,288.81,0.82,N,2.0,industrial_direct,3,71
22.33713,82.556,320.4,0.55,0.43,2026-03-20,2030,N20,VIIRS,n,2,289.85,2.1,N,0.0,industrial_direct,4,61
22.33177,82.60464,314.06,0.56,0.43,2026-03-20,2030,N20,VIIRS,n,2,290.01,2.04,N,2.0,industrial_nearby,5,73
22.33669,82.5551,323.66,0.55,0.43,2026-03-20,2030,N20,VIIRS,n,2,290.66,3.15,N,0.0,industrial_direct,4,61
22.3584,82.30264,313.21,0.38,0.36,2026-03-21,2011,N20,VIIRS,n,2,289.5,1.3,N,2.0,industrial_direct,2,96
22.35782,82.30634,316.05,0.38,0.36,2026-03-21,2011,N20,VIIRS,n,2,289.22,1.32,N,2.0,industrial_direct,2,96
22.32454,82.5167,302.54,0.38,0.36,2026-03-21,2011,N20,VIIRS,n,2,291.6,0.9,N,2.0,industrial_direct,66,7
22.31632,82.56838,305.42,0.38,0.36,2026-03-21,2011,N20,VIIRS,n,2,291.54,0.53,N,0.0,industrial_nearby,1,98
22.35511,82.30204,305.64,0.38,0.36,2026-03-21,2011,N20,VIIRS,n,2,288.59,1.3,N,2.0,industrial_direct,2,96
22.35453,82.30573,312.74,0.38,0.36,2026-03-21,2011,N20,VIIRS,n,2,288.99,1.32,N,2.0,industrial_direct,2,96
22.31832,82.53456,303.88,0.38,0.36,2026-03-21,2011,N20,VIIRS,n,2,293.6,0.95,N,2.0,industrial_direct,1,98
22.31503,82.53396,310.84,0.38,0.36,2026-03-21,2011,N20,VIIRS,n,2,293.84,1.33,N,2.0,industrial_nearby,1,98
22.31562,82.53026,310.15,0.38,0.36,2026-03-21,2011,N20,VIIRS,n,2,296.07,0.91,N,2.0,industrial_direct,1,98
22.31468,82.51488,303.8,0.38,0.36,2026-03-21,2011,N20,VIIRS,n,2,291.72,1.24,N,2.0,industrial_nearby,1,98
22.31292,82.52597,307.74,0.38,0.36,2026-03-21,2011,N20,VIIRS,n,2,292.28,0.91,N,2.0,industrial_direct,1,98
22.31233,82.52966,306.94,0.38,0.36,2026-03-21,2011,N20,VIIRS,n,2,292.96,0.91,N,2.0,industrial_nearby,1,98
22.2165,82.55434,311.31,0.38,0.36,2026-03-21,2012,N20,VIIRS,n,2,289.29,0.91,N,0.0,unclassified,-1,0
22.21263,82.55742,301.68,0.38,0.36,2026-03-21,2012,N20,VIIRS,n,2,289.29,0.91,N,0.0,unclassified,-1,0
22.31479,82.55671,305.22,0.38,0.36,2026-03-21,2011,N20,VIIRS,n,2,292.75,0.93,N,2.0,industrial_direct,1,98
22.3196,82.56899,312.96,0.38,0.36,2026-03-21,2011,N20,VIIRS,n,2,294.96,1.84,N,0.0,industrial_direct,1,98
22.32054,82.58437,309.56,0.38,0.36,2026-03-21,2011,N20,VIIRS,n,2,292.58,1.22,N,0.0,industrial_direct,11,23
22.32171,82.57698,304.14,0.38,0.36,2026-03-21,2011,N20,VIIRS,n,2,293.22,1.03,N,0.0,industrial_direct,11,23
22.36169,82.30324,313.34,0.38,0.36,2026-03-21,2011,N20,VIIRS,n,2,288.77,1.46,N,2.0,industrial_direct,2,96
22.12004,82.32343,345.27,0.38,0.36,2026-03-21,743,N20,VIIRS,n,2,311.89,2.97,D,0.0,unclassified,-1,0
22.28572,82.33908,339.55,0.38,0.36,2026-03-21,743,N20,VIIRS,n,2,307.91,3.49,D,0.0,unclassified,-1,0
22.33524,82.55466,342.1,0.38,0.36,2026-03-21,743,N20,VIIRS,n,2,309.57,3.42,D,0.0,industrial_direct,4,61
22.33402,82.60587,305.79,0.38,0.36,2026-03-21,2011,N20,VIIRS,n,2,292.18,0.73,N,2.0,industrial_direct,5,73
22.32342,82.67236,305.79,0.38,0.36,2026-03-21,2011,N20,VIIRS,n,2,291.6,0.82,N,0.0,industrial_direct,28,16
22.36614,82.79053,301.75,0.39,0.36,2026-03-21,2011,N20,VIIRS,n,2,288.67,0.27,N,0.0,unclassified,-1,0
22.33544,82.57571,313.97,0.38,0.36,2026-03-21,2011,N20,VIIRS,n,2,293.38,1.39,N,2.0,industrial_direct,3,71
22.33568,82.55295,330.61,0.38,0.36,2026-03-21,2011,N20,VIIRS,n,2,294.15,2.14,N,0.0,industrial_direct,4,61
22.33509,82.55664,315.09,0.38,0.36,2026-03-21,2011,N20,VIIRS,n,2,292.47,2.14,N,0.0,industrial_direct,4,61
22.33274,82.57141,301.99,0.38,0.36,2026-03-21,2011,N20,VIIRS,n,2,290.48,0.56,N,2.0,industrial_direct,3,71
22.33204,82.53328,304.15,0.38,0.36,2026-03-21,2011,N20,VIIRS,n,2,292.86,0.72,N,2.0,industrial_direct,6,16
22.32206,82.59605,302.78,0.38,0.36,2026-03-21,2011,N20,VIIRS,n,2,291.97,0.84,N,2.0,industrial_direct,11,23
22.33074,82.60526,325.46,0.38,0.36,2026-03-21,2011,N20,VIIRS,n,2,293.33,2.17,N,2.0,industrial_nearby,5,73
22.35942,82.30101,304.64,0.55,0.43,2026-03-22,1953,N20,VIIRS,n,2,292.0,1.03,N,2.0,industrial_direct,2,96
22.39333,82.79815,331.77,0.51,0.41,2026-03-22,724,N20,VIIRS,l,2,304.76,4.16,D,0.0,unclassified,45,2
22.44856,82.67503,330.53,0.51,0.41,2026-03-22,724,N20,VIIRS,l,2,305.2,3.17,D,0.0,unclassified,-1,0
22.33332,82.60422,301.32,0.53,0.42,2026-03-22,1953,N20,VIIRS,n,2,276.03,1.8,N,2.0,industrial_direct,5,73
22.33593,82.55262,315.88,0.53,0.42,2026-03-22,1953,N20,VIIRS,n,2,283.59,2.72,N,0.0,industrial_direct,4,61
22.36331,82.30162,302.66,0.55,0.43,2026-03-22,1953,N20,VIIRS,n,2,291.66,1.03,N,2.0,industrial_direct,2,96
22.35876,82.30633,306.42,0.55,0.42,2026-03-22,1953,N20,VIIRS,n,2,292.83,1.03,N,2.0,industrial_direct,2,96
22.31965,82.56884,298.03,0.53,0.42,2026-03-22,1953,N20,VIIRS,n,2,274.24,1.5,N,0.0,industrial_direct,1,98
22.337,82.55582,318.92,0.53,0.42,2026-03-22,1953,N20,VIIRS,n,2,283.25,2.34,N,0.0,industrial_direct,4,61
22.33026,82.60674,305.25,0.53,0.42,2026-03-22,1953,N20,VIIRS,n,2,274.63,0.79,N,2.0,industrial_direct,5,73
22.35822,82.30423,314.19,0.55,0.42,2026-03-22,1953,N20,VIIRS,n,2,294.68,2.11,N,2.0,industrial_direct,2,96
22.32214,82.57958,296.95,0.53,0.42,2026-03-22,1953,N20,VIIRS,n,2,274.98,1.34,N,0.0,industrial_direct,11,23
22.32147,82.58469,301.22,0.53,0.42,2026-03-22,1953,N20,VIIRS,n,2,275.58,1.06,N,0.0,industrial_direct,11,23
22.35433,82.30362,306.63,0.55,0.42,2026-03-22,1953,N20,VIIRS,n,2,292.53,2.11,N,2.0,industrial_direct,2,96
22.38871,82.79404,333.7,0.51,0.41,2026-03-22,724,N20,VIIRS,l,2,304.21,4.39,D,0.0,unclassified,78,2
22.33408,82.60732,295.74,0.53,0.42,2026-03-22,1953,N20,VIIRS,n,2,273.48,0.79,N,2.0,industrial_direct,5,73
22.33685,82.55456,335.09,0.52,0.42,2026-03-22,724,N20,VIIRS,l,2,307.1,1.44,D,0.0,industrial_direct,4,61
22.39705,82.79739,336.97,0.51,0.41,2026-03-22,724,N20,VIIRS,n,2,303.21,2.84,D,0.0,unclassified,45,2
22.40311,83.01224,337.53,0.49,0.41,2026-03-22,724,N20,VIIRS,n,2,304.9,2.54,D,0.0,unclassified,-1,0
22.11457,83.08047,340.23,0.5,0.41,2026-03-22,724,N20,VIIRS,n,2,308.94,3.09,D,0.0,unclassified,-1,0
22.1147,82.81367,337.4,0.51,0.41,2026-03-22,724,N20,VIIRS,l,2,308.94,4.04,D,0.0,unclassified,79,2
22.1435,82.82304,334.5,0.51,0.41,2026-03-22,724,N20,VIIRS,n,2,308.97,2.91,D,0.0,unclassified,-1,0
22.22078,83.009,337.76,0.5,0.41,2026-03-22,724,N20,VIIRS,n,2,307.37,7.42,D,0.0,unclassified,80,1
22.22447,83.00826,340.15,0.5,0.41,2026-03-22,724,N20,VIIRS,n,2,307.52,3.25,D,0.0,unclassified,80,1
22.25742,83.02117,334.45,0.5,0.41,2026-03-22,724,N20,VIIRS,l,2,306.44,3.34,D,0.0,unclassified,-1,0
22.27164,82.99364,340.07,0.5,0.41,2026-03-22,724,N20,VIIRS,n,2,306.49,4.23,D,0.0,unclassified,-1,0
22.18559,82.49265,348.13,0.53,0.42,2026-03-22,724,N20,VIIRS,n,2,313.16,7.03,D,0.0,unclassified,-1,0
22.13882,82.55989,337.16,0.53,0.42,2026-03-22,724,N20,VIIRS,l,2,310.76,5.55,D,0.0,unclassified,-1,0
22.21614,82.46517,337.2,0.53,0.42,2026-03-22,724,N20,VIIRS,l,2,309.89,5.85,D,0.0,unclassified,81,1
22.28608,82.83658,335.06,0.51,0.41,2026-03-22,724,N20,VIIRS,n,2,304.95,4.14,D,0.0,unclassified,25,2
22.28356,82.83849,336.33,0.51,0.41,2026-03-22,724,N20,VIIRS,l,2,306.42,3.94,D,0.0,unclassified,25,2
22.21513,82.46721,339.75,0.53,0.42,2026-03-22,724,N20,VIIRS,l,2,312.01,8.75,D,0.0,unclassified,81,1
22.38803,82.79656,335.89,0.51,0.41,2026-03-22,724,N20,VIIRS,n,2,305.42,6.38,D,0.0,unclassified,78,2
22.27689,82.45967,337.27,0.53,0.42,2026-03-22,724,N20,VIIRS,l,2,310.02,4.71,D,0.0,unclassified,-1,0
22.41355,83.09297,339.24,0.49,0.4,2026-03-22,724,N20,VIIRS,n,2,306.63,3.57,D,0.0,unclassified,82,2
22.20321,82.54659,343.49,0.53,0.42,2026-03-22,724,N20,VIIRS,n,2,311.68,6.65,D,0.0,unclassified,-1,0
22.35925,82.30231,303.99,0.36,0.57,2026-03-23,1934,N20,VIIRS,n,2,290.26,1.69,N,2.0,industrial_direct,2,96
22.33488,82.55077,305.74,0.35,0.57,2026-03-23,1934,N20,VIIRS,n,2,289.94,0.71,N,0.0,industrial_direct,4,61
22.33455,82.55418,306.84,0.35,0.56,2026-03-23,1934,N20,VIIRS,n,2,290.89,0.71,N,0.0,industrial_direct,4,61
22.32956,82.60446,302.92,0.34,0.56,2026-03-23,1934,N20,VIIRS,n,2,290.29,0.76,N,2.0,industrial_nearby,5,73
22.31738,82.51427,304.06,0.35,0.57,2026-03-23,1934,N20,VIIRS,n,2,290.62,1.89,N,0.0,industrial_direct,1,98
22.33135,82.53313,303.83,0.35,0.57,2026-03-23,1934,N20,VIIRS,n,2,291.51,0.89,N,2.0,industrial_direct,6,16
22.32116,82.58321,311.02,0.35,0.56,2026-03-23,1934,N20,VIIRS,n,2,290.64,1.77,N,0.0,industrial_direct,11,23
22.33441,82.60846,302.94,0.34,0.56,2026-03-23,1934,N20,VIIRS,n,2,291.05,0.76,N,0.0,industrial_direct,5,73
22.32259,82.67453,306.91,0.34,0.56,2026-03-23,1934,N20,VIIRS,n,2,290.22,1.09,N,0.0,industrial_direct,28,16
22.33474,82.6051,308.74,0.34,0.56,2026-03-23,1934,N20,VIIRS,n,2,290.58,0.76,N,0.0,industrial_direct,5,73
22.31828,82.55901,304.67,0.35,0.56,2026-03-23,1934,N20,VIIRS,n,2,291.75,1.18,N,2.0,industrial_direct,1,98
22.34007,82.55149,300.79,0.35,0.57,2026-03-23,1934,N20,VIIRS,n,2,289.6,0.71,N,0.0,industrial_direct,4,61
22.33777,82.57465,302.94,0.35,0.56,2026-03-23,1934,N20,VIIRS,n,2,291.25,0.81,N,2.0,industrial_direct,3,71
22.18862,82.62144,353.33,0.34,0.56,2026-03-23,705,N20,VIIRS,n,2,303.5,5.17,D,0.0,unclassified,83,1
22.18794,82.61826,352.01,0.34,0.56,2026-03-23,705,N20,VIIRS,n,2,302.14,5.17,D,0.0,unclassified,83,1
22.19365,82.62022,331.01,0.34,0.56,2026-03-23,705,N20,VIIRS,l,2,303.13,2.27,D,0.0,unclassified,-1,0
22.12076,82.64319,345.38,0.34,0.56,2026-03-23,705,N20,VIIRS,n,2,306.29,4.33,D,0.0,unclassified,-1,0
22.24141,82.77131,340.52,0.33,0.55,2026-03-23,705,N20,VIIRS,n,2,302.92,5.53,D,0.0,unclassified,84,1
22.24075,82.76818,334.59,0.33,0.55,2026-03-23,705,N20,VIIRS,l,2,305.2,3.24,D,0.0,unclassified,84,1
22.2401,82.76507,341.04,0.33,0.55,2026-03-23,705,N20,VIIRS,n,2,304.14,3.24,D,0.0,unclassified,84,1
22.2061,82.65399,332.34,0.33,0.56,2026-03-23,705,N20,VIIRS,l,2,302.36,1.47,D,0.0,unclassified,-1,0
22.3574,82.30392,325.53,0.44,0.62,2026-03-24,2055,N20,VIIRS,n,2,294.58,3.8,N,2.0,industrial_direct,2,96
22.31489,82.52426,303.5,0.45,0.63,2026-03-24,2055,N20,VIIRS,n,2,291.28,1.37,N,2.0,industrial_nearby,1,98
22.31332,82.52463,304.79,0.45,0.63,2026-03-24,2055,N20,VIIRS,n,2,291.79,3.04,N,2.0,industrial_direct,1,98
22.36394,82.30119,306.58,0.44,0.62,2026-03-24,2055,N20,VIIRS,n,2,291.23,1.92,N,2.0,industrial_nearby,2,96
22.31704,82.53468,304.48,0.46,0.63,2026-03-24,2055,N20,VIIRS,n,2,292.51,1.43,N,2.0,industrial_direct,1,98
22.35479,82.30281,305.43,0.44,0.62,2026-03-24,2055,N20,VIIRS,n,2,291.32,2.29,N,2.0,industrial_direct,2,96
22.36135,82.30007,311.33,0.44,0.62,2026-03-24,2055,N20,VIIRS,n,2,291.25,3.38,N,2.0,industrial_direct,2,96
22.36039,82.30419,322.84,0.44,0.62,2026-03-24,2055,N20,VIIRS,n,2,293.38,2.29,N,2.0,industrial_direct,2,96
22.31856,82.53429,305.58,0.45,0.63,2026-03-24,2055,N20,VIIRS,n,2,292.33,1.31,N,2.0,industrial_direct,1,98
22.31389,82.52856,306.92,0.45,0.63,2026-03-24,2055,N20,VIIRS,n,2,292.77,1.37,N,2.0,industrial_direct,1,98
22.33823,82.55308,306.31,0.46,0.63,2026-03-24,2055,N20,VIIRS,n,2,290.84,1.03,N,0.0,industrial_direct,4,61
22.33723,82.55737,303.88,0.46,0.63,2026-03-24,2055,N20,VIIRS,n,2,291.33,1.21,N,0.0,industrial_direct,4,61
22.15169,82.34282,332.6,0.45,0.63,2026-03-24,827,N20,VIIRS,l,2,305.0,1.7,D,0.0,unclassified,-1,0
22.26994,82.42036,331.64,0.46,0.64,2026-03-24,827,N20,VIIRS,l,2,303.26,2.0,D,0.0,unclassified,-1,0
22.3318,82.605,331.67,0.47,0.64,2026-03-24,827,N20,VIIRS,l,2,303.6,2.93,D,2.0,industrial_nearby,5,73
22.35431,82.80469,330.77,0.65,0.73,2026-03-24,647,N20,VIIRS,n,2,296.93,2.14,D,0.0,unclassified,85,2
22.48197,82.50809,307.12,0.45,0.63,2026-03-24,2055,N20,VIIRS,n,2,290.68,0.89,N,0.0,unclassified,-1,0
22.47632,82.50665,309.14,0.45,0.63,2026-03-24,2055,N20,VIIRS,n,2,290.64,0.89,N,0.0,unclassified,-1,0
22.33279,82.60236,312.22,0.46,0.63,2026-03-24,2055,N20,VIIRS,n,2,291.03,1.48,N,2.0,industrial_direct,5,73
22.35954,82.30457,337.96,0.45,0.63,2026-03-24,827,N20,VIIRS,n,2,307.7,8.72,D,2.0,industrial_direct,2,96
22.36181,82.30195,324.4,0.44,0.46,2026-03-25,2037,N20,VIIRS,n,2,294.97,3.0,N,2.0,industrial_direct,2,96
22.57911,82.96268,332.59,0.5,0.49,2026-03-25,808,N20,VIIRS,n,2,301.3,7.16,D,0.0,unclassified,86,1
22.48939,82.89188,305.09,0.48,0.48,2026-03-25,2036,N20,VIIRS,n,2,292.02,1.54,N,0.0,unclassified,87,2
